id,Rn,SD,CV,RnLog,uRnLog,rn_spring,rn_summer,rn_autumn,rn_winter,rn_sd_spring,rn_sd_summer,rn_sd_autumn,rn_sd_winter,Structure,YearOfConstruction,FloorInstalled,TypeOfRoom,SizeTatami,PuroposeOfUse,Location,Region,Pref,Area,lat,long,year,stru,type,purp,regi,pref,floo,tata
11,50.71352882,7.240020453,14.27630974,1.705123831,0.093765202,19.58055537,15.03169222,125.0801439,43.16172379,1.413943724,1.139302477,13.53052766,4.826920224,木造,1976,2,洋室,12,居間,北海道函館市,東日本,北海道,函館市,41.768793,140.729008,1975-1989,wooden,Western,Living Room,Eastern Japan,Hokkaido,2,large
12,131.382237,16.13649474,12.28209772,2.118536652,0.084175838,64.94118369,97.47226703,351.8245946,11.29090271,6.257550949,7.080061397,30.84614509,0.881458839,コンクリート,1986,6,和室,6,寝室,北海道函館市,東日本,北海道,函館市,41.768793,140.729008,1975-1989,concrete,Japanese,Bedroom,Eastern Japan,Hokkaido,4+,medium
13,107.3167192,12.05562504,11.23368766,2.030667388,0.10323008,49.9759142,99.71433437,148.5259001,131.0507283,4.426950817,11.88007359,17.4053994,10.84759931,コンクリート,1989,3,洋室,8,寝室,北海道名寄市,東日本,北海道,名寄市,44.3558063,142.4631619,1975-1989,concrete,Western,Bedroom,Eastern Japan,Hokkaido,3,medium
14,536.4274726,101.0967614,18.84630571,2.729511012,0.113014467,61.52650414,15.08711626,278.2911541,1790.805116,5.627107735,1.69424424,37.13561834,198.667138,木造,1986,2,洋室,4.5,寝室,北海道名寄市,東日本,北海道,名寄市,44.3558063,142.4631619,1975-1989,wooden,Western,Bedroom,Eastern Japan,Hokkaido,2,small
15,52.2972178,7.671848859,14.66970745,1.718478585,0.104860754,53.17704305,6.955730535,118.9265868,30.12951081,6.928362217,0.59263855,13.44430018,2.515239304,木造モルタル,1977,1,洋室,10,居間,北海道帯広市,東日本,北海道,帯広市,42.923809,143.1966324,1975-1989,wooden,Western,Living Room,Eastern Japan,Hokkaido,1,large
16,69.49582602,7.193726467,10.35130724,1.841958721,0.090389328,49.00297325,26.75672447,94.63972389,107.5838825,4.922456171,1.997728691,7.88452472,10.79868405,コンクリート,1991,4,和室,6,寝室,北海道帯広市,東日本,北海道,帯広市,42.923809,143.1966324,1990+,concrete,Japanese,Bedroom,Eastern Japan,Hokkaido,4+,medium
17,98.56956467,9.882054532,10.02546229,1.993742838,0.090685945,132.6090195,19.20031404,77.82422955,164.6446956,11.97017375,1.757167514,7.577428383,13.66857304,コンクリート,1988,2,和室,6,居間,北海道釧路市,東日本,北海道,釧路市,42.9849503,144.3820491,1975-1989,concrete,Japanese,Living Room,Eastern Japan,Hokkaido,2,medium
18,80.34466671,7.554472963,9.402581742,1.904957054,0.096925831,73.08043527,49.21643983,92.53537592,106.5464158,8.102799129,5.255271855,8.329368549,8.101149954,木造,1989,1,洋室,10,居間,北海道釧路市,東日本,北海道,釧路市,42.9849503,144.3820491,1975-1989,wooden,Western,Living Room,Eastern Japan,Hokkaido,1,large
19,50.4876957,5.374133139,10.64444131,1.70318555,0.09583795,69.63638381,8.104181427,81.70902865,42.50118892,6.733386696,0.883859736,7.535035409,3.553697359,コンクリート,1979,4,洋室,10,書斎,北海道札幌市豊平区,東日本,北海道,札幌市豊平区,43.0312415,141.38005,1975-1989,concrete,Western,Study Room,Eastern Japan,Hokkaido,4+,large
20,77.04048236,8.849687299,11.48706112,1.886718993,0.103615469,115.6646145,24.44481247,104.9176068,63.13489562,9.237841025,2.48207225,13.54971167,6.178574702,木造,1986,2,洋室,7.4,寝室,北海道札幌市豊平区,東日本,北海道,札幌市豊平区,43.0312415,141.38005,1975-1989,wooden,Western,Bedroom,Eastern Japan,Hokkaido,2,medium
21,59.27260526,7.337309612,12.37892207,1.772854017,0.100669671,110.3868445,83.64720457,31.35575196,11.70062003,12.22204676,7.026308912,3.98828698,0.831006886,木造,1972,1,和室,6,居間,青森県青森市,東日本,青森県,青森市,40.8222833,140.7472027,1960-1974,wooden,Japanese,Living Room,Eastern Japan,Aomori,1,medium
22,64.63036595,6.2197467,9.623567201,1.810436615,0.087589026,50.22909717,21.63429017,87.86649408,98.7915824,4.965010646,1.736529749,7.328511422,8.565456794,木造,1985,2,洋室,14,居間,青森県青森市,東日本,青森県,青森市,40.8222833,140.7472027,1975-1989,wooden,Western,Living Room,Eastern Japan,Aomori,2,large
23,43.14038086,4.296841325,9.960137669,1.634883975,0.093372909,22.71363146,29.76050148,53.91365072,66.1737398,1.997392976,2.950524968,5.378215657,5.677235378,軽量鉄骨,1990,1,和室,6,寝室,青森県青森市,東日本,青森県,青森市,40.8222833,140.7472027,1990+,steel frame,Japanese,Bedroom,Eastern Japan,Aomori,1,medium
24,69.44845619,7.429472268,10.69782206,1.841662596,0.103944977,33.0034816,62.47362844,101.8186581,80.49805661,2.943623817,8.265354938,8.753062465,8.197018773,木造,1964,2,洋室,6,寝室,青森県八戸市,東日本,青森県,八戸市,40.5122388,141.4882959,1960-1974,wooden,Western,Bedroom,Eastern Japan,Aomori,2,medium
25,82.01532392,10.97230671,13.37836174,1.913895005,0.107790594,23.93348275,12.88374482,75.44347764,215.8005905,2.574708252,1.515972938,8.410135148,20.04765295,木造,1979,2,和室,6,寝室,青森県八戸市,東日本,青森県,八戸市,40.5122388,141.4882959,1975-1989,wooden,Japanese,Bedroom,Eastern Japan,Aomori,2,medium
26,60.88107223,11.71179519,19.23716971,1.784482293,0.10626144,11.8996706,19.18970902,191.8117679,20.62314138,1.067020894,2.483829506,23.21469537,1.560308505,木造,1989,2,洋室,10,寝室,青森県八戸市,東日本,青森県,八戸市,40.5122388,141.4882959,1975-1989,wooden,Western,Bedroom,Eastern Japan,Aomori,2,large
27,85.33734554,11.37545223,13.32998133,1.93113913,0.093355647,23.00338505,198.1415994,22.55281755,97.65158014,1.972196506,21.17407212,2.227563848,7.772433556,木造,1974,1,洋室,8,居間,青森県八戸市,東日本,青森県,八戸市,40.5122388,141.4882959,1960-1974,wooden,Western,Living Room,Eastern Japan,Aomori,1,medium
28,132.9126165,18.21843312,13.70707582,2.123566207,0.101708197,273.3671512,88.18850591,147.6458567,22.44895204,31.13435775,8.498492331,16.82197386,1.758923406,木造,1975,1,洋室,10,居間,青森県八戸市,東日本,青森県,八戸市,40.5122388,141.4882959,1975-1989,wooden,Western,Living Room,Eastern Japan,Aomori,1,large
29,93.84097533,11.17930111,11.9130274,1.972392513,0.100250356,47.38049918,22.47752403,221.758875,83.74700315,4.580906446,2.427380928,19.86784088,8.84867842,木造,1976,1,洋室,8,居間,青森県むつ市,東日本,青森県,むつ市,41.2928444,141.1831247,1975-1989,wooden,Western,Living Room,Eastern Japan,Aomori,1,medium
30,57.13472831,5.976998198,10.461235,1.756900167,0.100690065,54.12522203,12.34801975,61.17374649,100.891925,4.514829925,1.393944201,7.300964335,8.201657145,木造,1989,1,洋室,18,居間,青森県むつ市,東日本,青森県,むつ市,41.2928444,141.1831247,1975-1989,wooden,Western,Living Room,Eastern Japan,Aomori,1,very large
31,85.25952614,11.49364047,13.48076982,1.930742915,0.107269511,30.76297132,261.5461577,31.86309376,16.86588177,3.531584439,22.26739597,4.220869509,1.513384917,木造,1969,1,和室,6,居間,青森県むつ市,東日本,青森県,むつ市,41.2928444,141.1831247,1960-1974,wooden,Japanese,Living Room,Eastern Japan,Aomori,1,medium
32,80.4088801,10.79152734,13.42081537,1.905304013,0.103837836,17.48861075,15.7600551,168.4058391,119.9810154,1.603206235,1.837623556,17.78230828,11.98626844,木造,1977,1,洋室,10,居間,青森県むつ市,東日本,青森県,むつ市,41.2928444,141.1831247,1975-1989,wooden,Western,Living Room,Eastern Japan,Aomori,1,large
33,81.53085902,9.637131087,11.82022513,1.911322018,0.105681293,48.36015272,47.61598981,52.20327144,177.9440221,4.97137943,5.856321299,5.212226338,16.89138142,木造,1970,1,和室,8,居間,青森県むつ市,東日本,青森県,むつ市,41.2928444,141.1831247,1960-1974,wooden,Japanese,Living Room,Eastern Japan,Aomori,1,medium
34,74.37377674,8.459796449,11.37470332,1.871419836,0.094400409,65.69749052,35.16446909,140.997963,55.6351843,5.665993286,3.094068587,14.65168456,5.470285468,木造,,1,和室,6,居間,青森県西津軽郡鯵ヶ沢町,東日本,青森県,西津軽郡鯵ヶ沢町,40.7830009,140.2339123,,wooden,Japanese,Living Room,Eastern Japan,Aomori,1,medium
35,57.71109902,6.118718727,10.60232578,1.761259345,0.103479765,64.45311232,47.43521945,64.25354029,54.70252401,6.996907303,4.585754656,7.340938368,5.087203726,木造,1990,1,和室,10,居間,青森県西津軽郡鯵ヶ沢町,東日本,青森県,西津軽郡鯵ヶ沢町,40.7830009,140.2339123,1990+,wooden,Japanese,Living Room,Eastern Japan,Aomori,1,large
36,64.71836107,6.906344029,10.67138276,1.811027511,0.090693439,94.04612355,4.632608999,91.09837709,69.09633463,9.404894916,0.355342381,7.026359837,7.269271093,コンクリート,,1,,10,居間,青森県西津軽郡鯵ヶ沢町,東日本,青森県,西津軽郡鯵ヶ沢町,40.7830009,140.2339123,,concrete,,Living Room,Eastern Japan,Aomori,1,large
37,68.50537818,8.18218143,11.94385266,1.835724668,0.102415315,50.49163885,49.11069596,116.3214982,58.09767967,5.169044111,3.752153999,13.68000268,6.312861629,モルタル,,1,和室,6,居間,青森県西津軽郡鯵ヶ沢町,東日本,青森県,西津軽郡鯵ヶ沢町,40.7830009,140.2339123,,concrete,Japanese,Living Room,Eastern Japan,Aomori,1,medium
38,64.17792585,7.203440807,11.22417204,1.807385677,0.09819998,36.49919335,49.83375809,126.6527767,43.72597523,4.463582788,4.553457959,12.50371828,3.249263953,木造,1989,1,和室,8,居間,青森県西津軽郡鯵ヶ沢町,東日本,青森県,西津軽郡鯵ヶ沢町,40.7830009,140.2339123,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Aomori,1,medium
39,73.85872215,7.918374208,10.72097374,1.86840179,0.104476691,95.58420407,36.24553003,71.07149498,92.53365953,10.13048596,4.307113174,6.247797438,9.517859943,木造,1960,2,洋室,10,居間,青森県青森市,東日本,青森県,青森市,40.8222833,140.7472027,1960-1974,wooden,Western,Living Room,Eastern Japan,Aomori,2,large
40,61.74716952,6.637205663,10.7490039,1.790617054,0.101359841,67.85599878,14.98302637,40.84323695,123.306416,8.319726809,1.809246033,2.954786781,9.746179032,木造,1975,1,和室,8,応接室,福島県相馬市,東日本,福島県,相馬市,37.7966579,140.9195032,1975-1989,wooden,Japanese,Reception Room,Eastern Japan,Fukushima,1,medium
41,71.56495766,11.51698531,16.09305124,1.854700419,0.106822254,26.67740476,20.51654505,41.2288756,197.8370052,2.355318933,2.385087607,4.43441583,22.35315612,木造,1977,1,和室,10,居間,福島県原町市,東日本,福島県,原町市,,,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,large
42,189.6884779,25.05400304,13.20797305,2.278040952,0.089248334,41.43168321,28.82442416,679.581492,8.916312334,4.096301893,2.668500602,49.86246282,0.804045673,木造,1977,1,和室,8,居間,福島県双葉郡浪江町,東日本,福島県,双葉郡浪江町,37.4945619,141.0005837,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
43,51.68591908,4.925075888,9.528854233,1.713372243,0.084821937,30.84198027,45.28099373,40.60333155,90.01737076,2.44748995,3.929650969,3.410982746,7.997394758,木造,1977,1,和室,8,居間,福島県双葉郡大熊町,東日本,福島県,双葉郡大熊町,37.3813068,140.9587132,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
44,67.26684235,8.412969456,12.50685949,1.827801041,0.103768032,56.10209511,138.261531,49.10287215,25.60087109,4.701551077,14.89896955,5.621704407,2.72484564,木造,1966,1,和室,8,居間,福島県双葉郡富岡町,東日本,福島県,双葉郡富岡町,37.3451804,141.0089089,1960-1974,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
45,53.55241422,6.251973885,11.67449493,1.728779054,0.112493492,24.73622719,32.81566285,56.336238,100.3215289,3.316323557,3.653784895,5.749979978,9.94677305,木造,1978,1,和室,8,寝室,福島県いわき市,東日本,福島県,いわき市,37.0504227,140.8876338,1975-1989,wooden,Japanese,Bedroom,Eastern Japan,Fukushima,1,medium
46,120.0978263,13.54662887,11.27966199,2.079535147,0.100064514,64.09065951,192.673456,141.8298361,81.79735375,6.57651329,20.18200192,15.45282352,6.685142569,軽量鉄骨,1985,2,洋室,10,寝室,福島県いわき市,東日本,福島県,いわき市,37.0504227,140.8876338,1975-1989,steel frame,Western,Bedroom,Eastern Japan,Fukushima,2,large
47,66.23716978,9.291684647,14.02790107,1.821101767,0.109409288,42.72296319,27.78999235,62.92039068,131.5153329,4.573296555,3.093112814,5.471298162,16.87969557,木造,1986,1,和室,8,書斎,福島県いわき市,東日本,福島県,いわき市,37.0504227,140.8876338,1975-1989,wooden,Japanese,Study Room,Eastern Japan,Fukushima,1,medium
48,68.07530802,8.152827001,11.97618819,1.832989615,0.108701755,108.4982818,64.58122841,54.62000711,44.60171473,12.81885711,6.532551399,6.240681024,4.464406729,木造,1977,1,和室,8,居間,福島県田村郡都路村,東日本,福島県,田村郡都路村,,,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
49,152.7089929,17.99807999,11.78586778,2.183864613,0.10001663,29.5133923,35.0516086,364.1465081,182.1244627,2.897346494,3.865370612,29.85155377,19.52620197,木造,1943,1,和室,8,居間,福島県田村郡常葉町,東日本,福島県,田村郡常葉町,,,pre-1945,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
50,84.4432257,12.8276723,15.1908838,1.926564815,0.106884417,18.30260969,27.04785841,242.8738516,49.54858317,1.914506262,2.715335384,24.73959699,5.925425443,軽量鉄骨,1982,1,和室,8,居間,福島県郡山市,東日本,福島県,郡山市,37.404937,140.333381,1975-1989,steel frame,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
51,99.47339996,12.41662923,12.48236135,1.997706962,0.102587845,19.32735182,63.56647753,230.4549124,84.54485808,1.980256115,6.696741847,22.06629192,9.00009563,木造,1985,1,和室,10.5,居間,福島県郡山市,東日本,福島県,郡山市,37.404937,140.333381,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,large
52,63.47553696,6.469309448,10.19181524,1.802606383,0.089348879,83.50323271,97.70673547,39.7814407,32.91073896,8.917425799,8.404981592,3.095391881,2.76806965,木造,1968,2,洋室,8,居間,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,1960-1974,wooden,Western,Living Room,Eastern Japan,Fukushima,2,medium
53,74.62944655,9.89716682,13.2617449,1.872910221,0.101286128,28.60304302,28.86079101,154.0550396,86.99891256,2.237240749,2.901120484,16.7281267,9.927924015,木造,1989,2,和室,8,寝室,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,1975-1989,wooden,Japanese,Bedroom,Eastern Japan,Fukushima,2,medium
54,89.15990336,9.145128704,10.2569971,1.950169589,0.091421835,37.87751462,168.893121,105.0767235,44.79225434,3.511281228,14.77036417,9.21935928,4.363963443,木造,,1,洋室,8,居間,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,,wooden,Western,Living Room,Eastern Japan,Fukushima,1,medium
55,67.14881542,6.822816737,10.16074028,1.827038356,0.098430546,90.90092697,29.68490114,54.99613555,93.013298,9.676444597,3.177185119,5.469953393,7.24947153,コンクリート,,4,和室,6,居間,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,,concrete,Japanese,Living Room,Eastern Japan,Fukushima,4+,medium
56,79.22828853,9.524528696,12.02162621,1.898880274,0.098740452,38.136737,11.34490409,139.9864587,127.4450544,3.993238012,1.059770878,13.71213574,12.56084618,木造,1986,1,和室,6,居間,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
57,62.40118977,6.779007618,10.86358713,1.79519287,0.104075565,39.57280209,31.70148291,79.35475373,98.97572035,3.994931507,3.672296976,8.353662302,9.197328985,木造,,1,和室,6,居間,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,,wooden,Japanese,Living Room,Eastern Japan,Fukushima,1,medium
58,80.64490345,8.613632019,10.68093785,1.906576926,0.101189096,84.7487503,60.12017683,67.01491312,110.6957736,8.433462712,4.918652407,7.493037111,12.05473294,コンクリート,1977,2,和室,6,居間,福島県福島市,東日本,福島県,福島市,37.760777,140.4745807,1975-1989,concrete,Japanese,Living Room,Eastern Japan,Fukushima,2,medium
59,33.89191849,3.764776542,11.10818363,1.530096153,0.110026104,58.73711527,16.1133153,22.6633006,38.05394277,5.388291231,1.79446774,2.922082848,3.987706688,コンクリート,1975,1,和室,4.5,寝室,福島県双葉郡大熊町,東日本,福島県,双葉郡大熊町,37.3813068,140.9587132,1975-1989,concrete,Japanese,Bedroom,Eastern Japan,Fukushima,1,small
60,65.21809034,7.764046481,11.90474367,1.814368078,0.11065071,44.6398729,16.32157022,99.69210553,100.2188127,4.812156639,2.065635939,7.536107307,12.52617477,木造,1972,1,和室,6,居間,茨城県水戸市,東日本,茨城県,水戸市,36.3659174,140.4731743,1960-1974,wooden,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
61,65.23057263,7.675413489,11.76658916,1.814451191,0.094697493,147.6725598,15.89830015,68.51476367,28.83666693,14.02645671,1.608656161,5.229846084,2.994551118,（規格化住宅）,1981,1,和室,6,居間,茨城県水戸市,東日本,茨城県,水戸市,36.3659174,140.4731743,1975-1989,prefabricated,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
62,126.8991666,17.66550256,13.92089722,2.10345877,0.103006167,101.8369509,19.39965966,287.4094307,98.95062526,8.177237155,2.316868445,33.05770024,9.123228105,コンクリート,1990,5,洋室,10,食堂,茨城県水戸市,東日本,茨城県,水戸市,36.3659174,140.4731743,1990+,concrete,Western,Dining Room,Eastern Japan,Ibaraki,4+,large
63,151.686923,19.15046567,12.62499449,2.180948142,0.083089523,75.32767845,22.25310956,474.7660176,34.40088617,6.644421406,1.72354044,37.561626,2.994439071,木造,1976,1,和室,6,居間,茨城県久慈郡里美村,東日本,茨城県,久慈郡里美村,,,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
64,34.24432128,3.309433094,9.664180716,1.534588563,0.095655145,40.64897922,6.367535562,61.42436412,28.53640623,3.804565396,0.685280203,4.464005853,2.989601068,木造,1981,1,和室,8,応接室,茨城県那珂郡緒川村,東日本,茨城県,那珂郡緒川村,,,1975-1989,wooden,Japanese,Reception Room,Eastern Japan,Ibaraki,1,medium
65,33.6166339,4.745294161,14.11591111,1.526554225,0.101756049,38.17439345,21.94387252,65.6179746,8.730295033,2.504950558,2.471456262,8.785959138,0.703786461,木造,1990,1,洋室,16,居間,茨城県那珂郡山方町,東日本,茨城県,那珂郡山方町,,,1990+,wooden,Western,Living Room,Eastern Japan,Ibaraki,1,very large
66,56.46920303,6.022029291,10.66427179,1.751811658,0.097209548,74.81440758,35.48399406,81.42916473,34.14924577,7.559371151,3.747273881,8.147342717,2.737517132,コンクリート,1990,1,和室,6,居間,茨城県久慈郡大子町,東日本,茨城県,久慈郡大子町,36.7779427,140.3469088,1990+,concrete,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
67,146.3103238,22.91268694,15.66033506,2.165274971,0.105453645,29.70554682,37.02802963,93.44965413,425.0580646,3.327615224,3.66197301,9.89286918,44.47036047,木造,1977,1,和室,6,居間,茨城県東茨城郡大洗町,東日本,茨城県,東茨城郡大洗町,36.3133375,140.5747222,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
68,128.736018,14.71125151,11.42745577,2.109700072,0.09960171,52.17283744,141.6188875,58.14794993,263.004397,5.508385548,15.62373001,5.271350983,23.73717111,コンクリート,1982,,和室,6,居間,茨城県那珂湊市,東日本,茨城県,那珂湊市,36.3116119,140.5680907,1975-1989,concrete,Japanese,Living Room,Eastern Japan,Ibaraki,,medium
69,76.2374304,7.423906323,9.737875849,1.88216825,0.090053987,57.58844079,49.13122644,154.9542444,43.27580996,4.627115259,4.740211145,12.55570486,4.351093936,コンクリート,1993,,和室,8,居間,茨城県鹿島郡鉾田町,東日本,茨城県,鹿島郡鉾田町,36.228558,140.4208638,1990+,concrete,Japanese,Living Room,Eastern Japan,Ibaraki,,medium
70,48.93926953,4.951815955,10.11828743,1.689657483,0.090726798,39.68042767,79.25238063,48.05686437,28.76740547,4.111830603,7.702227444,4.19746776,2.057117139,木造,1992,1,洋室,9,居間,茨城県鹿島郡波崎町,東日本,茨城県,鹿島郡波崎町,,,1990+,wooden,Western,Living Room,Eastern Japan,Ibaraki,1,medium
71,69.51922901,8.077981277,11.61977972,1.842104947,0.101696828,117.5920986,17.47917191,71.85939674,71.14624875,11.66303991,1.518265622,8.007987009,7.652165681,,1990,1,洋室,14,食堂,茨城県稲敷郡新利根村,東日本,茨城県,稲敷郡新利根村,,,1990+,,Western,Dining Room,Eastern Japan,Ibaraki,1,large
72,124.6122408,15.96035642,12.80801655,2.095560706,0.098981891,18.29105929,100.792126,226.3522214,153.0135565,1.859587647,7.611788248,27.66182084,13.86932551,木造,1980,1,和室,8,居間,茨城県土浦市,東日本,茨城県,土浦市,36.0786297,140.2045934,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
73,110.9916914,11.76604564,10.60083461,2.04529047,0.090379548,6.991318112,37.49795527,221.4044777,178.0730147,0.669525879,3.767432788,17.96228357,14.71305115,木造,1980,1,和室,8,寝室,茨城県土浦市,東日本,茨城県,土浦市,36.0786297,140.2045934,1975-1989,wooden,Japanese,Bedroom,Eastern Japan,Ibaraki,1,medium
74,96.64080002,13.02263057,13.47529259,1.985160516,0.098433133,40.31499722,43.37719925,215.7161742,87.15482944,4.09734486,3.90338285,24.24607659,7.645833167,,1992,2,洋室,9,居間,茨城県土浦市,東日本,茨城県,土浦市,36.0786297,140.2045934,1990+,,Western,Living Room,Eastern Japan,Ibaraki,2,medium
75,91.90939623,10.47831671,11.40070236,1.963359913,0.093181036,192.1049412,16.7561909,96.86231256,61.91414022,18.82188031,1.675196916,6.381888134,6.432925067,コンクリート,,2,和室,6,居間,茨城県土浦市,東日本,茨城県,土浦市,36.0786297,140.2045934,,concrete,Japanese,Living Room,Eastern Japan,Ibaraki,2,medium
76,47.32114121,7.538504182,15.93052067,1.67505521,0.106481566,32.724231,13.63014029,20.04771987,122.8824737,3.733535943,1.384852112,1.818579867,14.42746833,木造,1981,1,和室,7,居間,茨城県真壁郡明野町,東日本,茨城県,真壁郡明野町,,,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
77,73.93810255,8.024219653,10.85261777,1.868868301,0.107034815,97.64618332,91.18318954,28.08036977,78.84266757,10.64774682,8.289443086,3.495581158,7.952605702,木造,1981,1,和室,8,居間,茨城県結城郡石下町,東日本,茨城県,結城郡石下町,36.1558604,139.938997,1975-1989,wooden,Japanese,Living Room,Eastern Japan,Ibaraki,1,medium
78,182.3484044,24.89188864,13.65073016,2.260901968,0.101982976,210.6752407,28.74996678,438.7810475,51.18736266,23.29550263,3.020381369,43.64047307,4.704300609,木造,1983,2,洋室,10,寝室,茨城県水戸市,東日本,茨城県,水戸市,36.3659174,140.4731743,1975-1989,wooden,Western,Bedroom,Eastern Japan,Ibaraki,2,large
79,74.50254204,9.066770888,12.16974702,1.872171091,0.102572453,41.9774988,22.99868294,75.97252302,157.0614634,4.431550205,2.426609108,7.523336223,15.70661264,木造,1973,1,和室,7,応接室,新潟県新潟市,東日本,新潟県,新潟市,37.9163757,139.0365062,1960-1974,wooden,Japanese,Reception Room,Eastern Japan,Niigata,1,medium
